id,text,polarization,language
deu_b35644e9110022c29f1a3cef158fbe26,"Selbst dann nicht. Denkst du mit Ukrainern und Putin Gegnern wird anders umgegangen? 

Genau so ein Denken ermöglicht den Apparat Putin.",1,deu
deu_4d1d3fba1cd096f204cd9dfaa764e879,Wer mit dem #Impflicht Bürger kriminalisiert ist ein Faschist! #impfenohnepflicht #Impfzwang #coronavirus,1,deu
fas_ce5485311bb72db6ee8518e61eec0f22,ایرانی حتی برای مهاجرت به فیجی هم داره دست‌وپا می‌زنه.,0,fas
fas_8fdd97f21e4320dd5f19592c479fcafe,اگر در آمریکا به مجلس و دولت جدید دسترسی دارید برای دائمی شدن تحریم‌ها تلاش کنید. اینها پول بیاد دستشون خرج وارد کردن سگ از این اونور برای گرفتن پاچه مردم و فیلترینگ و نظارت بر زندگی خصوصی مردم خواهند کرد.,1,fas
spa_d6651f83da4b44b240fc953488f1bc1f,"conservadores: la ciencia y el aborto son eugenesia.
also conservadores:",0,spa
tur_6c52c5211cefca5ed8f418a0a0d56aa0,Fatih abi o 21 kişi kürt olmadıkları için göz altına alınamaz,1,tur
deu_920cac2b00be39a7449c16898484659c,Weint in aktuell-Corona-habend,0,deu
fas_ba40065e66ffeea84efd29728f7273da,دونالد ترامپ در بیانیه‌ای هشدار داد قصد دارد علیه سی‌ان‌ان و سایر شبکه‌هایی که درباره او «اظهارات افتراآمیز» مطرح می‌کنند شکایت کند,0,fas
ita_cb3ea534518f97acb226d6bf6f91c9dc,@USER imam di Roma impone a italiani-cristiani di farsi invadere da stranieri-musulmani: ma vaffanculo tu e tutto il vaticano-mecca,1,ita
tur_875fcb029a25a02e18e448ca10b0e1f2,"Namaz; Güzel insanların, özel saatlerde, ""Allah'ım Seni seviyorum, verdiğin nimetlere şükürler olsun."" demesinin adıdır.",0,tur
hau_7063e8a549ddc2e4cef360b5ec80d9ab,idan kaga kafirai da fasiqai suna haba haba dakai to ka binciki kanka dr bashir aliyu umar,1,hau
arb_ac1b9b31bcfd4ccc3c19df0a40e39707,«بلدية الأصابعة» تطالب المواطنين بالتعاون مع فرق الإسعاف والمطافئ #الوسط #ليبيا,0,arb
deu_fc9be371af9133e6b6a4cc8d61dd1465,Man kann auch beides machen. Co2 Quellen reduzieren und co2 auffangen. Wir experimentieren tagtäglich mit unserer Umwelt. Experiment ist nicht gleich schlecht,0,deu
tur_272d10282a58577982bf8e28ffd8705a,Siyaset biliminden kalirsam ahada bu secimler yuzunden,0,tur
arb_147a73b05f764141a72d86be6bd0883d,موتو من القهر  محمد عبده انته فاشل  نبيل شعيل  اسكت انته ابو كرش طلعت مسوي بطولت. والبقيه حيونات,1,arb
hau_37abcc75f5e6c3d124ee90db34784699,"kai daga ganin inyamuri kasan babu abunda ya hadaka dashi, mutum kaman jikan samudawa, amma kana zuwa nijar sai kaga ga dan' uwanka amma saboda muguntan turawa sai suka rabamu suka basu faransanci mu kuma suka hadamu da kadamusawa suka bamu turanci.. allah ya isa..✍🏼",0,hau
amh_cee140ddd506ee71547bc082d4da7be6,@USER ምድረ ጭምብላም አርፈህ ተቀመጥ።ሰውዬው ይከብዳችኋል።እንዴት ለመሰባበር እንደሚችል ስግብግቡን ጁንታ በደንብ አሳይቶታል።,1,amh
deu_aded338e28e82e5e41a64fd251de5123,“Ich habe mir für queer eine neue Definition ausgedacht in die Alice nicht passt und deswegen ist die böse und falsch 🏳️‍🌈💖”,1,deu
zho_619af68ea1a1e6a8aa60f15bd8d74fe4,话说我也是被我同学带进坑的，之前还嘲笑过他，直到我看到了轻音少女,0,zho
tur_e1d826db98d9f30da7a850e8c886c93a,"@USER birileri KK aday oluyor,engel olamıyoruz diye işin içinden kolayca çıkamaz,gerekirse 20 yıldır ezilen bu millet için rest çekecekler o masada.gerekirse diğer ittifak üyeleriyle o masada çarpışacaklar ve en ideal en çok oy alacak/çok vekil çıkaracak aday seçilecek!tarihi seçim bu",0,tur
spa_d0102d11a1c4caafb951535202de9d8e,no salgo del espanto de la comida callejera india,1,spa
arb_49425e5912b7fc59ea52d0e7df586f4e,"بصراحة كلامه صحيح 
وكلام مضبوط و موزون 
يسلم فمك",0,arb
deu_4bb5e669a573a18847c51ef23333ba82,jetzt noch geplante co2 steuer abschaffen,0,deu
zho_8bdb90d6542fa3851c43658ab77d816c,这个真啥，大多数日本人也不会怎么在意老婆这样的，因为日本男的他们就经常出轨。,1,zho
hau_2e6e04f2501d316c313a144898a57086,@USER ba mummuna sai qazamiya - izala 2022,0,hau
spa_98cf688f4d9b2755cf3fd64dea317b4e,"y si el islam hipocrita, o quitamos todas.",0,spa
tur_e2ecec25fca6750a66f62929a09b17fb,#ByLocktaZOKA yüzunden 15 Temmuzda sokakta olan insanlar suçsuz yere şuan cezaevinde.,1,tur
hau_d1e5746749a4bcd27ebfc787641986bb,wai tunkuza 🤣🤣😭😭 ##url,0,hau
urd_46f47429f3b35364a53238eaf1f0c279,پنجاب کو رگڑا دو بڑے پنجابی صاحبان دے رہے ہیں اور گالیاں بھی پنجابیوں کو ۔,1,urd
tur_d1ff5e7b61065c3ff3b741b21e64cc73,Samsun'da Reklam Panosuna Giren 3 Yavru Kedi Kurtarıldı #ilkadım,0,tur
spa_dce4c2e751595c67c854cdefc107a2c9,pegar a mujeres es de putisimo maricon. antes de pegar a una mujer me corto las manos,1,spa
hin_b6fd628271d69945a765671cd887bac3,घुसपैठियों और उनके मददगारों की 100% संपत्ति जब्त करने और 10-20 साल की सजा देने के लिए कानून बना दें तो 80% घुसपैठिए भाग जाएंगे,1,hin
urd_916838f9a89ea434a275bcf417faf2ec,#WriteForRights بلوچ قوم کا نسل کشی  دنیا کے دہشت گرد پاکستانی فورسز کے ہاتھوں کئ سالوں سے جاری ہے #HRAbusesInBalochistan #EU #UK #USA #hrw,1,urd
fas_1a5829e15f9222e3f0e99c27d5a338fc,این که عامل اصلی ترور شهدای شاهچراغ آذربایجانی بوده به این معنیه کار اسرائیل بوده.  #انتقام_سخت,1,fas
arb_e675a4b938ce0cc11c9557a5949e5e72,يجب استدعائهم بأسرع وقت لاعبين جيديين ومميزيين قبل كأس الخليج تصفيات كأس العالم,0,arb
spa_f8bad28639bafe6abededb7453e897ba,"encontrado!
abortar los planes de refugio y ""otros""",0,spa
amh_4405a8eb966557fdc3b1673adc916915,ኦነግ ከምንጊዜው በላይ ሃይሉን እያጠነከረ ብዙ ቦታዎችን ተቆጣጥሯል,1,amh
deu_43b5abe2f3f756aab7253a83dce94cfb,"Dazuschreiben, dass man sich beim draufklicken einen Virus einfängt womit man selbst zum Opfer wird",0,deu
nep_cbef9dd7996c535bdd2e47ff21a06eee,पहिरो गइरहने हुनाले यस्तो ठाउँ खेतीपातीका लागि राम्रो भए पनि बस्तीका लागि निकै जोखिमपूर्ण हुन्छ।,0,nep
hau_25dca7c7d510f0ee33e65e85bde3d78f,fact. duk wanda kaga ya dage akan arna to kannen ubansa ne ##url,1,hau
nep_0a440a3f0d68fef8a1b8f8f108717755,प्रतिनिधि सूचीप्रति असन्तुष्टि जनाउँदै पौडेल पक्षले निर्वाचन प्रक्रियामा सहभागी नहुने जनाएपछि आइतबारबाट सुरु हुने भनिएको नयाँ नेतृत्व चयन प्रक्रिया प्रभावित भएको छ।,0,nep
arb_302e604a8c24fec2a03b5560246ed275,عبد الله عيسى: الكلمة تواجه الطلقة والشعر الفلسطيني صوت المقاومة والهوية,0,arb
spa_dd85159675bae74dd2e140a6fd7ba84a,bien zorra para usar las nalgas grandes y su cono,1,spa
zho_cfb6470a4c3c5854feefaf7f43fea500,如果在每一个华裔甚至亚裔被袭击被歧视的时候，你们都这么义愤填膺的~~那就真的好了[嘘],1,zho
tur_45931375a3d1f747326b28fb562c89c0,"Türk Konseyi bugün İstanbul’da, Demokrasi ve Özgürlükler Adası’nda toplanıyor. Bir kez daha hep birlikte “ortak geçmiş, ortak gelecek” diyoruz. Ekonomiden diplomasiye, eğitimden teknolojiye pek çok alanda stratejik iş birliğimizi daha da güçlendiriyoruz. #BizBirlikteDahaGüçlüyüz",0,tur
nep_155642e19d0bf2a0be5ad007d389c3fb,नेपाली चलचित्रमा हिन्दी किन बोल्नु होला धोतीहरु यिनीहरुलाई नेपालीहरु भन्न पनि लायक का छैनन |,1,nep
urd_6fbc742c52b63a04ec81e8e1c3e2da09,نشی کے کتا مارچ میں لاھوریوں کے گھڑی چور کے نعرے,1,urd
nep_b3099f506562e3f46de36113dfdeab72,भारतको अयोध्याबाट भगवान श्रीरामको जन्ती मङ्सिर ८ गते जनकपुर आउने र वैवाहिक कार्यक्रम हुने तय भएको जानकी मन्दिरका पदाधिकारीको भनाइ रहेको छ।,0,nep
amh_2ea0aee3f8d5e09651414d8b430934d8,ወያኔ መጋቢት 24 ከስልጣን ተባረረ። መስከረም 24 በኋላ ደግሞ ከምደረ ገፅ ይወገዳል።,1,amh
urd_1ab10b814986d0de52745196da5cc5e6,@USER ایچ او،پرویزاخترنے دھنوتر_نیوز+صحافیوں سےپریس کانفرنس کے دوران کہاں امن کی فضا اجاگرکرونگا ٹاؤٹ لوگوںکاداخلہ مکمل بند,0,urd
arb_da7b7478f20910a4ae5894ebde961973,"قرعة  كأس العرب للمنتخبات التي ستحتضنها قطر 2025
تجمع البطولة 16 منتخب عربي مقسمة إلى 4 مجموعات",0,arb
hau_8f963a2b0631219dca90894de1bc3736,@USER karya yake inyamiri ne fa,0,hau
deu_d9500e9ff6b02046c0b0223444589aeb,"Man sollte Deutschland an diese Feinheiten erinnern, das nächste Mal gegen Muslime hierzulande gehetzt wird.",1,deu
zho_7304cae5dcacad5a7838e40360f8a59c,我觉得争取黄命贵是自贬身价。因为我觉得大家要努力发展自己，平视别人，不仰视，不俯视，也让别人能平时我们自己。黑命贵本身就是歧视，,1,zho
urd_e4da60d38f5603406772ead273a58456,نیب کے قوانین کوختم کرنا آئین کی خلاف ورزی ہے، خواجہ اظہارالحسن #Abbtakk,0,urd
fas_df45a14c16807385c86ea0b1c3bd2158,اول رفراندوم براي تعيين نوع حكومت انجام ميشه بعد اون حكومت قانون اساسي خودشو علام ميكنه,1,fas
zho_2f5541567ada1bf712d46683ab91712a,"然而,该你屁事,受歧视了?你从政了?混到中央了?",1,zho
urd_4358755b3bb3b58113ecd0beb63231bd,باجوہ ڈاکٹرائن ! جتنی تکلیف انڈین میڈیا کو ہے اتنی ہی کچھ ہمارے ملک میں بھی لوگوں کو ہے #فیر_آیا_جے_باجوہ,0,urd
amh_8f60df34b2460751f1b41ba9e29aaa60,አንቺ ሌባ ህወሃት የሚሉሽ ነቀዝ ያረግሽንን አረሳንም። እጅሽን ከአማራ መሬትና ሰላም ላይ ሰብስቢ በኋላ መታጠቂያው እንዳያጥርሽ። ዋ ነግረናል,1,amh
spa_5aedaa098bf88bd57a7d0f7dbe6aa732,"una ""feminista"" (feminista de bien, de orden): la memoria historica tambien esta para la historia reciente de este pais.
yo:",0,spa
zho_768e08bc1d436b22fda335f8ae0a623f,有 智人和尼安德特人是人属下的不同人种 白人和黑人都是智人,0,zho
zho_196810cc4472fda1782783f544d464b6,周围有会几门外语的，然后中国话会藏语闽南语上海话东北话的，对了四川话说的也不错。,0,zho
eng_52d90ab5fdc1699779576a2026b6dab8,You seemed to forget about russia invasion on Ukraine in 2014 as well as illigal Crimea annexation.,0,eng
zho_0dfe6437eaa6529dbdc94ad7fb71dc50,下次菠萝滞销了就tm让果农自个天天吃去，不仅如此，以后广东的菠萝一概不买。,1,zho
zho_b7c730f2d7da0d5de1ff56eb6dec3a3d,感觉黑人女在一定程度上帮助11找到自我感觉 挖掘深处的力量,0,zho
deu_291f55e39df12f5e78bbd507544f8c64,Nur weichgespült für Leute die das Wort Faschist nur nicht so schlimm finden. Die auch gerne Faschisten wählen.,1,deu
urd_d00fedbcb7c66592507b2c5efac74d87,عوام جب پرامن انقلاب کیلئے نکلیں گے تو کرپٹ حکمران اپنے محلات چھوڑ کر بھاگ جائیں گے۔ #DrQadri4Revolution,1,urd
zho_80607fa4472bfca90fd17ea0f8101ab3,2月这个吧还没有gay和他吵起来吧这飞株可真渐啊是不是个M到处找骂,1,zho
arb_9eb80b01cafd40e4404e5866784c0f29,"الله يلعن هجي اباء
وهجي نساء مجردات من الحنيه والعطف الله لا يرزقها ذريه بحق محمد وال محمد",1,arb
hau_edc3f5cd0cb1de4ff59fb7a3fa15255a,if you know you’re among the ‘kidahumai that sent rarara money please identify yourself saboda na dankara muku block. mt##url,0,hau
ita_d8283d64fb336f833502616d2f7e3166,"Ecco l' #islam MODERATO in TUTTA LA SUA ""BELLEZZA""! #StopIslam @URL",0,ita
zho_a91e130f1c9d8e2da5ded1ac57f37a68,没有，商丘表示黑的是整个河南，也就洛阳好一点,1,zho
eng_a11756d7cd5365e0fefaea6baa3bbc5f,I thought he said he was going to build an iron dome missile defense shield for the East Coast and put Herschel in charge of that? thehill.compolicydefen...,0,eng
ita_04d3489be75d0938e3451b16d9915fe9,"Come fermare l'invasione  @USER? Cacciando il governo cattocomunista, che ci sta privando della nostra etnia e ci inimicizza con l'EU!",1,ita
amh_7bb8219269545106c2d0faced4c45f87,@USER @USER እኔ ይህን መለው ገዳዪቼ ፊት በሀገሬ ቆሜ ድርቆሽ እየበላሁ ነው አንተ ግን በርገር ላይ ሆነህ ዛሬም ትወላውላለህ። አብይ የአማራ አራጅ ነው ገዳይ,1,amh
fas_7a60bf684def71c3546dfe2f1a1b00b1,همینجا هم برای ریدن به عرزشی ها باشیم. عرزشی ها بیشتر از براندازا منتظره اپلیکیشن ترامپ هستن    برای کرم ریختن,1,fas
hin_cd5f26d739c7318cb2707d826cc9f8ef,बेबस और लाचार हर बंदा हो गया तुष्टीकरण का खेल इनका धंधा हो गया।,1,hin
deu_e5590d390de38cbce3d2a30c289d880a,Gibt es Türken überhaupt? Sind sie eine Erfindung der Großstadt-Eliten?,1,deu
spa_2f7eb80325de8a20d4bc27998357edf3,solo el corrupto aplaude al corrupto,0,spa
amh_06eaeda4c3db8dcf030fd822f80e1d42,ገደል የምትገባው ኢትዮጵያዬ ሳትሆን ጉድጓድ የማሱላት ናቸው ተው እንጂ! አናጋግል ብለን አርፈን በተቀመጥን!!! እውነትም ከሀዲዎች!!! #Ethiopia ????,1,amh
nep_cb3654e78906b3d60692bba234cbf646,"स्थानीय रिपोर्ट अनुसार, मुस्लिम समुदायका केही सदस्यहरूले परम्परागत धार्मिक विधिमा मात्र आफ्नो विश्वास प्रकट गरे। मेरो दृष्टिकोणमा, यस्तो व्यवहारले मुस्लिमहरूको पुरानो मानसिकतालाई पुष्ट पार्दै नविन धार्मिक विचारहरूलाई अस्वीकार गरेको प्रमाण हो।",1,nep
tur_bc6024ac9e6f6ef40b33d618b93050ff,"@USER @USER CeHaPe gazeteciler için özgürlük isteyen bir parti değil, iktidarı düşürüp iktidar olmak için gazetecilerin özgürlük söylemini kullanan faşist bit partidir! Bunu görün artık!",1,tur
nep_80910e7c4107f0900f1cecd14cc53ef5,वीरगन्जको नारायणी अस्पतालमा उपचारका क्रममा मंगलबार एकजना कैदीको मृत्यु भएको छ ।,0,nep
urd_3e9a3a76cd602cb228780d50452548e6,ایک حرامی تحقیق کے مطابق ڈاکٹرز می سب سے حرامی پنجاب کے ینگ ڈاکٹرز ہیں,1,urd
deu_e1c991b613cfbd9f8b58591e03032c7b,Steuerzahler und Juden,1,deu
deu_10e08d1190460454790f93dc95e25eed,"Putin und Rückzug erklären, I guess",0,deu
tur_996d205b6f8c2fa15cf4285976fdafbf,"PKK'nın tüm kampları yerle bir edilmeli ve kara harekatı şart ! Bakılmadık mağra kalmamalı ! Dinsizin hakkından imansız değil, F-16 gelir",1,tur
ita_6575396a6767d0e930c81658483cfa42,La pazzia se associata alla pericolosità sono LETALI... Le auguro di scoprirsi lesbica un bel giorno! [URL],0,ita
hin_c5564f92fb8010566ef99da18ba367b8,अब तक कितने खालिस्तानी समर्थकों को  ने गिरफ्तार किया  जी,0,hin
hin_4cc3fa2d84d3b00bc2dfe87a39e31e18,"अजीत अंजुमन खुद एक पाखंड चलाता है हलाल तीन तलाक का समर्थक ,हिंदू के नाम पर कलंक",1,hin
eng_1c9cb2ac34a41814fdb614be5671c9e0,Israel Gaza ceasefire close? You mean a pause in the genocide of the Palestinians right? I dont think ceasefire is a an accurate term.,1,eng
zho_2cb78e2e7dae4294365334bb7e5f356e,现实生活中对东北无感，倒是网络上老铁不停的找存在感,1,zho
urd_be6f420903528a95c144544bb7e5aeb5,#امپورٹڈ_حکومت_نامنظور پاکستان زندہ باد میرجعفر میر صادق مُردہ باد #امپورٹڈ_حکومت_نامنظور,1,urd
urd_1957f44e3ed62f04bf4acc445bca2e27,مشرف کی آئین سے غداری سے پہلے۔۔۔اس وقت کے آرمی چیف اورسیکڑوں پاکستانی مسافروں کاطیارہ ہائی جیک کرکے انڈیا بھیجنے کا کیس کھولا جائے ۔!!!,1,urd
nep_0c27b40a8b2c915bbd80ac7adda66af6,कि फील्म नै नबनाउनु बनाएपछी अली राम्रो बनाउनु यो त नेपाली चलचीत्र जगत बेइज्जत गर्ने चलचीत्र भयो,1,nep
deu_919957cad64ce07abc8e79868ba87dfb,Ein Döner vor Corona.,0,deu
urd_af9c3cc7548e49770e1da32e7362f22d,قادیانی کافر ہیں مرتد ہیں زندیق ہیں۔ زندیق اسے کہتے ہیں جو اپنے کفر کو اسلام کہے. #اجماع_امت_قادیانی_کافر,1,urd
ita_a3d8cc648006dca265700e80655e95bc,"@USER TU, quanti migranti hai  a CASA TUA ??? prima prendili, poi parli.  SE prima non ti rubano cose tue, o di peggio…..",1,ita
ita_6791ad04da0f2c93a6f5353f63354b7c,“we sapphic were robbed once again” togli la mano dal cazzo del tuo fidanzatino sporco e usala per scrivere magari ci riesci a usare la parola lesbica anche solo per sbaglio,0,ita
amh_15ed43fd79fda98dfc40244b352c84fd,@USER ከተደራደርክ እማ የኢትዮጽያ እናቶች አይፀልዩልህም ጁንታ ወደ ጀሀነም መግባት አለበት :: four point,1,amh
hin_a8f81ae085b00d22684f29268c436ec4,वक़्त आने दे बिरला मुसलमानों से पहले तुझ जैसे हरामियों से जवाब लिया जाएगा।,1,hin
urd_09a3a507c89ee92bcbb077924e47e046,اگر نواز شریف کو جیل ہوسکتی ہے تو قلم فروش صحافیوں کو کہوں نہیں بلکے ان کو پھانسی دے دو ہم عوام کی طرف سے اجازت ہے 😂😂😂😂 #قلم_فروش,1,urd
arb_682981dd1d3417693b8ee9ce53c928e5,حسبى الله ونعم الوكيل ده مش بنى أدم ده حيوان هو الجواز بالعافيه ربنا قال وفارقهن بالمعروف بقينا فى زمن مقرف ربنا عليه الخلاص,1,arb
arb_47ef3e1b8823944086b636fcd5e717f3,هل تستحق برامج اللياقة البدنية المنتشرة على تيك توك عناء المحاولة؟,0,arb
zho_f605d25ce1afad5a09572b20a3313abe,拉别人下水，不就是因为那最后一点倔强，怂恿别人不如劝劝自己，回头是岸。,0,zho
tur_a9a167c698408e4484563e5982ca369b,"Zaman geçiyor..Geçen her günle birlikte biz de hayallerimize, geleceğimize gecikiyoruz. Ama artık bizim kaybedecek vaktimiz, sabredecek gücümüz kalmadı. Bunun içindir ki sizden ek 40bin atama talebimize bir an önce onay vermenizi bekliyoruz @USER #KabineEk40BiniVer",0,tur
tur_59d952bdb420027333d7d63f44d58cd5,Allah yaratiklarini gözetiyor size kalmadi okadar dert etmeyin herkes sonucta olecek sen nasil öleceksin acaba icerkenmi kumar oynarkenmi genel evlerindemi nasil öleceksin,1,tur
deu_ca20f59a120a589b1c18aa8fe76b1c3b,Alle nach Gaza ausfliegen.,1,deu
fas_c336b7c0eeca06ca8bc49c662004d134,انشالله دختر و ناموسش رو مثل دخترای مردم دستمالی کنن تو گشت ارشاد,1,fas
deu_4137eadd6c3ed2b09c5b58f8f715ee19,Araber und Perser sind nicht die gleiche Kultur,0,deu
fas_c0c9a40e0539873c101ca9a14df61913,برای دورهمی ها باید قانون بذارم دم در گوشی ها رو جمع کنم,1,fas
arb_7732654d9b3508b4b9b181fb3bb42059,"""اذا تأكد أن المغرب إستضافت  جنود من اللواء الجولاني الإحتلال ،فسيمثل هذا مستوى جديد للإنحطاط"".",1,arb
zho_13b6155644be116ab94534eb4633f8ac,如果一个语言要靠侮辱其他语言展现优越感而存在，那消亡也没什么可惜的,1,zho
urd_325e40e409866e982a3cbb250da528d0,ایک خواجہ سرا ریلوے اسٹیشن پر لوگوں کو دین اسلام کی تبلیغ کرتے ہوئے #Islam @USER,0,urd
hin_2763f1a7f3e05863dcd3a18c7c688a10,#ZeeBiharJharkhand Ashok Ram Join JDU: कांग्रेस का हाथ छोड़ अशोक राम जेडीयू के साथ Ashok Ram Join JDU: कांग्रेस का हाथ छोड़ अशोक राम जेडीयू के साथ Ashok Ram Join JDU: Bihar Assembly Election से पहले कांग्रेस पार्टी को बड़ा झटका लगा है...कांग्रेस के दिग्गज नेता और पूर्व मंत्री अशोक कुमार राम ने…,0,hin
urd_c636f683ce278d6d1ccfbc10d9fa40d2,آزادی مارچ میں رقص و سرور کے مناظر دیکھ کر خیال آیا کہ اسکا نام مادر پدر آزادی مارچ ھونا چاھیئے! #PTI #ImranKhan #Islamabad,1,urd
zho_2d384707ab18db9c2298de57f293b2ca,大家知道怎么让人没法关注我吗？有个叫蒋仁贵的黑咋种老是要关注我，也是无语了！,1,zho
deu_4b10d4f84bd9b3cc0b8668a39118b129,"Wo sind die Politiker und ihre Bekenntnisse ""Nie wieder""?

Warum wird diese Demonstration nicht mit Wasserwerfer und Polizei aufgelöst und die Veranstalter zur Verantwortung gezogen?

Wo sind die Gegendemonstranten, die immer gegen rechts demonstrieren?

Wo ist die Stellungsnahme der Politik?

Was ist mit voller Härte gegen Antisemitismus?",1,deu
ita_56bd37fcd974175b9b04b7fcc8246996,"Liste stranieri: ""Speriamo sia retorica"" dice l'Italia @URL",0,ita
urd_3205ccbcbf293abe6a721fdbc42b3d48,قوم یوتھ کا نیا نعرہ امریکی غلامی نہ منظور امریکی فنڈنگ جی حضور #فارن_فنڈنگ_برائے_انتشار,1,urd
deu_e7ddd8008109bd15e561c03108d22f02,"BDA, seid einfach erwachsen und kümmert euch fff selbst um was zu essen lol",0,deu
ita_7370b4262d2adf4487a024ed4c6867e6,"@USER Io la""checca fredda""la faccio buonissima!!la preferisco all'insalata di riso👍",0,ita
zho_966ba82a0da6f0df90c5444ea8e3fadb,不用好奇了，在中国这套文化体系下，女的重男轻女其实很普遍的。,1,zho
hau_054503d93350a6ca32ba8e199fbd42eb,Banga laifinka ba domin da yawan wasu yan kwankwasiyya erinka jahilaine kaima kana daya daga ciki wawa jaki dan bangar siyasa kajeka duba kagani inada abunyi bana siyasa amma duk wanda aka take hakkinsa wlh saimuyi magana yanzu ka sammu a twitter saidai block jaki kawai,0,hau
hau_7b8120d4e087c24a9f8b451a347be049,wannan governor na kaduna shima kare yahudawa ne baya san cigaban musulinci sai zagwan kasa,1,hau
arb_d21e1b08dbdcf3bc59432d092fa0b6cd,المشكله انو ما حدا كوع غير الجولاني لعند اسرايل و اميركا و عمل الي نحنا بدنا ياه سوريا مدنيه بتضم كل طوائفها و شعبها 😘🤍 كوع مع معلمك اسماع كلمتو,1,arb
fas_9e857c05868aa4fbf5cf5a70041e1603,تشدید فشار بر آزادی بیان: طالبان کاربران شبکه‌های اجتماعی را تهدید کردند,1,fas
spa_46947c66deeb7cf87812e36963882309,"efectivamente! y asi con todo, el aborto, sanidad publica, etc",0,spa
fas_a1bee1ea0523766d60e352fc2d094cb9,حتی پرندگان غزه که بال پرواز دارند‌ هم، مهاجرت نمی‌کنند.,0,fas
ita_f0e264aaba4ab697e4ab17a3996206b3,I falsi comunisti con I'll rolex che odiano gli italiani. Su metta la supposta e prenda un traghetto assieme ai falsi migranti e torni a casa in Africa.,1,ita
eng_d5e31318b5d504ac616adaa2dd658eb0,Randall prevails as Democrats bolster Board of Loudoun Times,0,eng
zho_6e632dd1d8303fc246b319dc1b7a307e,看了好多遍，我居然没看懂？算了，反正二次元和微博都是沙軟,1,zho
eng_77d31567aa97c5c51d883843d12e962e,Oh ya think? What about the rest of the swing states? Its all BS,0,eng
deu_103e36116bebaf9e886ec391454af411,"ich werf mal die labels gender fluid, gender nonconforming, gender queer und demi gender in den raum.",1,deu
deu_57c6b362eb3a1215892aa74ea2a99f2d,Gegen COVID geimpft?,0,deu
hau_065ac5d3dbb1be07b83d3d08b5be1bf2,duk mahaukata aka tara a gwamnatin bola,1,hau
amh_839c9943f851f8653b11b556db3bec25,የኩታበር ወረዳ ኢንዱስትሪና ኢንቨስትመንት ጽ/ቤት ህይወቱን አስይዞ ህግን ለማስከበር እየታገለ ላለው የሃገር መከላከያ ሰራዊት: የአማራ ልዩ ሃይልና የሚሊሻ አባላት የሚሆን የገንዘብ ድጋፍ አደረጉ፡፡,0,amh
deu_cf0a7f6bb1259e5f70783fd5710ff425,"> Föderalismusreform und Bildung zum Bund.

Warum glauben eigentlich so viele Leute, dass der Bund Verwaltung besser könnte? Schonmal mit dem Arbeitsamt, dem Bamf oder einem deutschen Konsulat zu tun gehabt?

Das kommt nur daher, dass man als Normalbürger viel weniger mit Bundesbehörden zu tun hat sodass der Bund seine Verwaltungsinkompetenz nicht so stark auf die Bürger loslässt.",0,deu
spa_14e52a8c759e0e10f25a0a279dc1d772,le haces algo mas de la cuenta y te parto la cara facilona,1,spa
hin_dc93d2b3a4ef91432e69149e2a406fa6,फिर पहनाओ अपने घर की औरतों को बुर्का,1,hin
spa_dad61405da83fb68b4d9838461caf5f4,el chino ? hablas chino?,0,spa
eng_efa1a7c991e7e6a594e8aa9628d28c6e,TrumpWasRightAboutEverything VoterFraud is real. VoterIDNOW Stopped rigged elections,1,eng
urd_e28db0451a47708669b3087ec19041cd,مولوی ڈیزل اپنی غداران،، زندگی کی آخری جنگ سمجھ کر لڑ رہا ھے #کتوں_کی_یلغار @USER,1,urd
eng_bf19d54843a7878e0d5d176663b41a84,Nationalism is when you ignore everybodys definition of Nationalism and just protect your country and people,0,eng
ita_786110d0d069176807c0dacb57ec8de9,@USER Stavolta se lo piglia in culo .,0,ita
urd_528be55b7b55a94cdb98e191759ebd82,اسلامی معاشرے کی چادر میں چھپی عورت سے امیزون (Amazon) کے جنگلات میں الف ننگی عورت اپنے قبائلی معاشرے میں زیادہ محفوظ ہے! کیوں؟,1,urd
hau_90c57054d57f8b6669e1f480696e9574,"@USER munafiki, assist nawa nama a last competition namu 😒😒.",0,hau
hin_2cc7f03b594f60a2cc9bb3f99e11ec0a,अपनी ये प्राथमिकता मुसलमानों को समझाओ।,0,hin
ita_2444a076eeb591a38f9266c3052cb6f8,"Bellissimo post sulle cause e conseguenze dell'immigrazione,  da leggere!!! @URL",0,ita
deu_93380452e58cba9bac3fabc959575115,Beliefern die USA nicht Israel andauernd mit Waffen und blockieren UN-Resolutionen gegen Israel?,0,deu
hau_a8f45973a55da06e09d4591713923474,available at dan mace comunication centar call 08102878467 ##url,0,hau
amh_c545f9796011a286bd697e85e250a8dc,@USER በእኔ እይታ ሁሉም አንድ ናቸው :: አማራ ሲጨፈጨፍ ከመግለጫ መስጠት የተጠየፈ ከነሱ በምንም መለየት ይከብዳል,1,amh
arb_de799b4407c8b29aa40efc148670af82, المثلية مقرفة مجرد تحدث حولها تثير الغثيان والاشمئزاز ..نعم يحب ان تكون هكذا الفطرة وتربية الاولاد,1,arb
tur_0e3b1058ed2cc5339e4ef5ce848a725c,"@USER bedelli askerlik 2018 e kalmamalı,mağduruz dedikçe görmezden gelindi seçim malzemesine döndü,referandum öncesi mitingde vaad verildi icraat için ohal engel gösterildi,iş eş aile sağlık durumumuz buna bağlı,somut adımlar gelmeli,gençler unutmaz bunu,sesimizi duyun",0,tur
